0.0;-892.0;0.0
0.0;-842.0;0.0
0.0;-608.0;0.0
0.0;40.0;0.0
0.0;35.0;0.0
0.0;43.0;0.0
0.0;47.0;0.0
0.0;40.0;0.0
0.0;42.0;0.0
0.0;39.0;0.0
0.0;41.0;0.0
0.0;51.0;0.0
0.0;52.0;0.0
0.0;-41.0;0.0
0.0;39.0;0.0
0.0;-42.0;0.0
0.0;129.0;0.0
0.0;-864.0;0.0
0.0;1157.0;0.0
0.0;-758.0;0.0
0.0;-653.0;0.0
0.0;-586.0;0.0
0.0;-224.0;0.0
0.0;-241.0;0.0
0.0;-223.0;0.0
0.0;-262.0;0.0
0.0;-249.0;0.0
0.0;-237.0;0.0
0.0;-256.0;0.0
0.0;-214.0;0.0
0.0;-468.0;0.0
0.0;-312.0;0.0
0.0;-787.0;0.0
0.0;-36.0;0.0
0.0;-315.0;0.0
0.0;-681.0;0.0
0.0;-1147.0;0.0
0.0;-1752.0;0.0
0.0;121.0;0.0
0.0;-1032.0;0.0
0.0;-3289.0;0.0
0.0;-517.0;0.0
0.0;-1124.0;0.0
0.0;126.0;0.0
0.0;-49.0;0.0
0.0;49.0;0.0
0.0;46.0;0.0
0.0;44.0;0.0
0.0;45.0;0.0
0.0;40.0;0.0
0.0;51.0;0.0
0.0;42.0;0.0
0.0;47.0;0.0
0.0;48.0;0.0
0.0;50.0;0.0
0.0;36.0;0.0
0.0;46.0;0.0
0.0;-919.0;0.0
0.0;298.0;0.0
0.0;-953.0;0.0
0.0;-687.0;0.0
0.0;11.0;0.0
0.0;-862.0;0.0
0.0;-3047.0;0.0
0.0;118.0;0.0
0.0;118.0;0.0
0.0;-1046.0;0.0
0.0;-1020.0;0.0
0.0;-48.0;0.0
0.0;45.0;0.0
0.0;-422.0;0.0
0.0;-493.0;0.0
0.0;-535.0;0.0
0.0;-194.0;0.0
0.0;-1145.0;0.0
0.0;-1234.0;0.0
0.0;898.0;0.0
0.0;90.0;0.0
0.0;-1198.0;0.0
0.0;35.0;0.0
0.0;-1098.0;0.0
0.0;-1815.0;0.0
0.0;-2699.0;0.0
0.0;-3153.0;0.0
0.0;-3176.0;0.0
0.0;-3210.0;0.0
0.0;-16.0;0.0
0.0;-151.0;0.0
0.0;-35.0;0.0
0.0;104.0;0.0
0.0;105.0;0.0
0.0;50.0;0.0
0.0;-40.0;0.0
0.0;28.0;0.0
0.0;28.0;0.0
0.0;-362.0;0.0
0.0;17.0;0.0
0.0;32.0;0.0
0.0;-25.0;0.0
0.0;431.0;0.0
0.0;-3004.0;0.0
0.0;-1405.0;0.0
